timestamp,features,normalize_features,normalize_target,vol_window,smoothing_type,smoothing_alpha,n_trees,max_depth,min_leaf_fraction,up_threshold,vote_threshold,train_size,test_size,step_size,validation_start_date,total_observations,total_trades,trading_frequency,hit_rate,edge,total_pnl,avg_monthly_pnl,std_monthly_pnl,sharpe_ratio,positive_months_pct,best_month,worst_month,positive_years_pct,target_threshold,recent_iqr_lookback
2025-08-15 14:12:00,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.0,0.65,1000,100,20,2010-01-01,7210,5875,0.815,0.572,0.152,221.31,3.07,12.85,0.829,0.653,49.15,-28.66,0.667,,
2025-08-15 14:12:13,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.05,0.65,1000,100,20,2010-01-01,7210,4208,0.584,0.543,0.123,146.4,2.03,10.61,0.664,0.625,39.84,-21.23,0.833,,
2025-08-15 14:12:25,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.1,0.65,1000,100,20,2010-01-01,7210,1346,0.187,0.548,0.128,82.28,1.19,6.12,0.675,0.565,30.43,-9.15,0.667,,
2025-08-15 14:12:38,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.15,0.65,1000,100,20,2010-01-01,7210,541,0.075,0.599,0.179,62.11,1.13,4.06,0.963,0.6,22.16,-5.32,1.0,,
2025-08-15 14:12:50,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.2,0.65,1000,100,20,2010-01-01,7210,244,0.034,0.582,0.162,41.08,0.87,2.9,1.043,0.702,8.4,-9.54,1.0,,
2025-08-15 14:13:02,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.25,0.65,1000,100,20,2010-01-01,7210,225,0.031,0.529,0.109,39.22,1.15,4.02,0.995,0.735,13.66,-7.38,0.833,,
2025-08-15 14:13:14,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.3,0.65,1000,100,20,2010-01-01,7210,41,0.006,0.293,-0.127,2.37,0.3,1.41,0.727,0.75,2.1,-2.13,0.0,,
2025-08-15 14:14:54,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.1,0.5,1000,100,20,2010-01-01,7210,3103,0.43,0.509,0.089,96.55,1.34,8.68,0.535,0.625,38.4,-19.8,0.5,,
2025-08-15 14:15:06,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.1,0.55,1000,100,20,2010-01-01,7210,2372,0.329,0.517,0.097,70.99,0.99,7.59,0.45,0.625,35.49,-17.2,0.667,,
2025-08-15 14:15:18,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.1,0.6,1000,100,20,2010-01-01,7210,1790,0.248,0.54,0.12,86.85,1.24,6.58,0.653,0.586,32.77,-10.55,0.667,,
2025-08-15 14:15:30,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.1,0.65,1000,100,20,2010-01-01,7210,1346,0.187,0.548,0.128,82.28,1.19,6.12,0.675,0.565,30.43,-9.15,0.667,,
2025-08-15 14:15:43,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.1,0.7,1000,100,20,2010-01-01,7210,1027,0.142,0.574,0.154,82.7,1.22,6.05,0.697,0.588,30.23,-8.67,0.833,,
2025-08-15 14:15:54,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.1,0.75,1000,100,20,2010-01-01,7210,768,0.107,0.596,0.176,84.67,1.34,5.74,0.81,0.603,30.43,-9.58,0.833,,
2025-08-15 14:16:06,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.1,0.8,1000,100,20,2010-01-01,7210,509,0.071,0.615,0.195,73.06,1.35,4.68,1.002,0.611,23.2,-7.79,0.667,,
2025-08-15 14:17:38,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.1,0.65,1000,100,20,2010-01-01,7210,1211,0.168,0.555,0.135,70.41,0.99,6.08,0.565,0.606,30.23,-17.16,0.667,,
2025-08-15 14:17:49,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.1,0.65,1000,100,20,2010-01-01,7210,1218,0.169,0.559,0.139,92.37,1.32,6.03,0.758,0.629,29.48,-11.4,0.833,,
2025-08-15 14:18:00,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.1,0.65,1000,100,20,2010-01-01,7210,1287,0.179,0.549,0.129,66.89,0.96,6.11,0.542,0.6,29.62,-10.11,0.5,,
2025-08-15 14:18:12,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.1,0.65,1000,100,20,2010-01-01,7210,1346,0.187,0.548,0.128,82.28,1.19,6.12,0.675,0.565,30.43,-9.15,0.667,,
2025-08-15 14:18:24,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.1,0.65,1000,100,20,2010-01-01,7210,1409,0.195,0.541,0.121,72.88,1.04,6.35,0.568,0.586,31.53,-11.97,0.5,,
2025-08-15 14:18:36,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.1,0.65,1000,100,20,2010-01-01,7210,1383,0.192,0.542,0.122,73.27,1.06,6.44,0.571,0.565,31.56,-9.9,0.5,,
2025-08-15 14:18:48,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.1,0.65,1000,100,20,2010-01-01,7210,1444,0.2,0.541,0.121,78.24,1.13,6.47,0.607,0.58,29.45,-10.71,0.667,,
2025-08-15 14:19:01,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.1,0.65,1000,100,20,2010-01-01,7210,1430,0.198,0.54,0.12,65.47,0.95,6.53,0.504,0.551,28.33,-14.83,0.5,,
2025-08-15 14:19:49,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.05,0.1,0.65,1000,100,20,2010-01-01,7210,1176,0.163,0.556,0.136,70.18,1.05,5.85,0.62,0.567,27.34,-8.67,0.833,,
2025-08-15 14:20:01,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.1,0.1,0.65,1000,100,20,2010-01-01,7210,1346,0.187,0.548,0.128,82.28,1.19,6.12,0.675,0.565,30.43,-9.15,0.667,,
2025-08-15 14:20:12,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.15,0.1,0.65,1000,100,20,2010-01-01,7210,1732,0.24,0.545,0.125,99.23,1.38,6.3,0.758,0.583,28.95,-12.04,0.667,,
2025-08-15 14:20:25,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.2,0.1,0.65,1000,100,20,2010-01-01,7210,2260,0.313,0.536,0.116,134.19,1.86,7.22,0.894,0.597,32.99,-13.57,0.667,,
2025-08-15 14:20:37,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.25,0.1,0.65,1000,100,20,2010-01-01,7210,2799,0.388,0.532,0.112,147.14,2.04,9.04,0.783,0.681,41.19,-19.61,0.833,,
2025-08-15 14:20:49,"Overnight,3day,Last10,First20",True,True,120.0,exponential,0.1,100.0,1.0,0.3,0.1,0.65,1000,100,20,2010-01-01,7210,2683,0.372,0.54,0.12,143.8,2.0,9.14,0.757,0.597,41.66,-18.28,1.0,,
2025-08-29 01:37:29,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
,Ret_6-12hr,False,True,20.0,exponential,0.1,200.0,1.0,0.25,,0.7,1000,100,50,2010-01-01,3000,769,0.256,0.511,0.091,1.06,0.01,2.88,0.018,0.542,7.53,-8.22,0.5,0.1,
2025-08-21 23:33:19,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,1.0,0.25,,0.7,1000,100,50,2010-01-01,2960,2337,0.79,0.543,0.123,22.11,0.31,4.58,0.235,0.592,9.75,-10.5,0.0,0.0,
2025-08-21 23:35:09,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,1.0,0.1,,0.7,1000,100,50,2010-01-01,2960,2348,0.793,0.546,0.126,33.45,0.47,4.68,0.349,0.563,14.68,-10.5,0.333,0.0,
2025-08-21 23:36:16,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,1.0,0.1,,0.7,1000,100,50,2010-01-01,2960,2281,0.771,0.546,0.126,24.61,0.35,4.41,0.273,0.577,9.75,-10.48,0.333,0.0,
2025-08-21 23:37:01,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,1.0,0.1,,0.5,1000,100,50,2010-01-01,2960,2668,0.901,0.55,0.13,46.41,0.65,5.31,0.426,0.592,18.06,-15.26,0.167,0.0,
2025-08-21 23:37:53,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,1.0,0.02,,0.5,1000,100,50,2010-01-01,2960,2692,0.909,0.551,0.131,47.72,0.67,5.27,0.442,0.62,16.87,-15.26,0.167,0.0,
2025-08-21 23:38:31,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,1.0,0.5,,0.5,1000,100,50,2010-01-01,2960,2957,0.999,0.551,0.131,47.67,0.67,5.65,0.412,0.62,19.9,-16.09,0.0,0.0,
2025-08-21 23:39:46,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,1.0,0.5,,0.5,1000,50,50,2010-01-01,1505,1505,1.0,0.551,0.131,29.37,0.41,2.82,0.507,0.62,9.95,-8.04,0.0,0.0,
2025-08-21 23:40:49,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,2.0,0.5,,0.5,1000,50,50,2010-01-01,1505,1505,1.0,0.551,0.131,29.37,0.41,2.82,0.507,0.62,9.95,-8.04,0.0,0.0,
2025-08-21 23:41:16,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,2.0,0.2,,0.5,1000,50,50,2010-01-01,1505,1222,0.812,0.546,0.126,22.08,0.31,2.65,0.407,0.62,9.03,-8.84,0.333,0.0,
2025-08-21 23:42:01,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,1.0,0.2,,0.5,1000,50,50,2010-01-01,1505,1317,0.875,0.55,0.13,29.04,0.41,2.58,0.549,0.606,9.03,-5.57,0.167,0.0,
2025-08-21 23:43:51,Ret_6-12hr,False,True,20.0,exponential,0.1,200.0,1.0,0.2,,0.7,1000,50,50,2010-01-01,1525,1197,0.785,0.542,0.122,18.35,0.25,2.24,0.394,0.583,5.17,-5.24,0.167,0.0,
2025-08-21 23:44:43,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,1.0,0.2,,0.7,1000,50,50,2010-01-01,1505,1187,0.789,0.543,0.123,9.97,0.14,2.31,0.211,0.592,5.17,-5.24,0.0,0.0,
2025-08-21 23:45:28,Ret_6-12hr,True,False,20.0,exponential,0.1,200.0,1.0,0.2,,0.7,1000,50,50,2010-01-01,1525,1159,0.76,0.543,0.123,16.39,0.23,2.1,0.375,0.556,5.17,-5.24,0.167,0.0,
2025-08-21 23:47:51,Ret_6-12hr,True,False,20.0,exponential,0.1,200.0,1.0,0.2,,0.7,1000,50,50,2010-01-01,1525,752,0.493,0.547,0.127,11.01,0.15,1.87,0.284,0.597,4.11,-5.24,0.333,0.0,
2025-08-21 23:49:39,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,1.0,0.2,,0.7,1000,50,50,2010-01-01,1505,1184,0.787,0.544,0.124,11.78,0.17,2.34,0.246,0.592,5.17,-5.24,0.0,0.0,
2025-08-21 23:59:12,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,1.0,0.2,,0.7,1000,50,50,2010-01-01,1505,1500,0.997,0.55,0.13,26.88,0.38,2.88,0.455,0.62,9.95,-8.04,0.0,0.0,
2025-08-22 00:00:29,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,1.0,0.1,,0.7,1000,50,50,2010-01-01,1505,1501,0.997,0.55,0.13,27.31,0.38,2.87,0.464,0.62,9.95,-8.04,0.0,0.0,
2025-08-22 00:01:21,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,2.0,0.2,,0.7,1000,50,50,2010-01-01,1505,1500,0.997,0.55,0.13,26.88,0.38,2.88,0.455,0.62,9.95,-8.04,0.0,0.0,
2025-08-22 00:05:38,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,1.0,0.5,,0.5,1000,50,50,2010-01-01,1505,1505,1.0,0.551,0.131,29.37,0.41,2.82,0.507,0.62,9.95,-8.04,0.0,0.0,
2025-08-22 00:07:34,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,1.0,0.5,,0.5,1000,50,50,2010-01-01,1505,1505,1.0,0.54,0.12,26.19,0.37,3.19,0.401,0.634,8.87,-9.48,0.0,0.0,
2025-08-22 00:08:12,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,1.0,0.1,,0.5,1000,50,50,2010-01-01,1505,1505,1.0,0.54,0.12,26.19,0.37,3.19,0.401,0.634,8.87,-9.48,0.0,0.0,
2025-08-22 00:09:22,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,1.0,0.1,,0.5,1000,50,50,2010-01-01,1505,50,0.033,0.46,0.04,1.81,0.03,0.61,0.146,0.028,4.1,-2.95,0.0,0.1,
2025-08-22 00:10:01,Ret_6-12hr,False,False,20.0,exponential,0.1,200.0,1.0,0.2,,0.5,1000,50,50,2010-01-01,1505,50,0.033,0.46,0.04,1.81,0.03,0.61,0.146,0.028,4.1,-2.95,0.0,0.1,
2025-08-22 08:05:23,Ret_8-16hr,False,True,20.0,exponential,0.1,200.0,1.0,0.2,,0.5,1000,50,50,2010-01-01,1525,776,0.509,0.505,0.085,11.1,0.15,1.51,0.355,0.306,5.17,-3.74,0.25,0.1,
2025-08-22 08:06:16,Ret_8-16hr,False,True,20.0,exponential,0.1,200.0,1.0,0.2,,0.5,1000,50,50,2010-01-01,1525,660,0.433,0.488,0.068,13.94,0.19,2.18,0.307,0.5,10.25,-5.12,0.333,0.1,
2025-08-22 08:06:30,Ret_8-16hr,False,True,20.0,exponential,0.1,200.0,1.0,0.2,,0.5,1000,50,50,2010-01-01,1525,698,0.458,0.489,0.069,13.52,0.19,2.38,0.273,0.472,10.25,-5.48,0.333,0.1,
2025-08-22 08:07:25,Ret_16-32hr,False,True,20.0,exponential,0.1,200.0,1.0,0.2,,0.5,1000,50,50,2010-01-01,1525,922,0.605,0.5,0.08,14.27,0.2,2.11,0.325,0.514,5.08,-4.89,0.167,0.1,
2025-08-22 09:17:32,Ret_8-16hr,False,True,20.0,exponential,0.1,200.0,1.0,0.2,,0.5,1000,50,50,2010-01-01,1525,698,0.458,0.489,0.069,13.52,0.19,2.38,0.273,0.472,10.25,-5.48,0.333,0.1,
2025-08-22 09:21:00,PIR_16hr,False,True,20.0,exponential,0.1,200.0,1.0,0.2,,0.5,1000,50,50,2010-01-01,1525,698,0.458,0.489,0.069,13.52,0.19,2.38,0.273,0.472,10.25,-5.48,0.333,0.1,
2025-08-22 11:52:37,Ret_8-16hr,False,True,20.0,exponential,0.1,200.0,1.0,0.2,,0.5,1000,50,50,2010-01-01,1525,698,0.458,0.489,0.069,13.52,0.19,2.38,0.273,0.472,10.25,-5.48,0.333,0.1,
2025-08-22 11:53:26,Ret_8-16hr,False,True,20.0,exponential,0.1,200.0,1.0,0.2,,0.5,1000,50,50,2010-01-01,1525,1301,0.853,0.553,0.133,42.58,0.59,2.66,0.77,0.611,11.2,-5.12,0.333,0.0,
2025-08-22 11:54:44,Ret_8-16hr,False,False,20.0,exponential,0.1,200.0,1.0,0.2,,0.5,1000,50,50,2010-01-01,1505,1267,0.842,0.546,0.126,38.63,0.54,2.56,0.737,0.592,8.9,-5.12,0.333,0.02,
2025-08-22 12:03:24,"Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",False,True,20.0,exponential,0.1,200.0,1.0,0.1,,0.5,1000,50,50,2010-01-01,1525,620,0.407,0.471,0.051,2.0,0.03,1.48,0.065,0.472,3.28,-3.83,0.167,0.2,
2025-08-22 12:04:41,"Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",False,True,20.0,exponential,0.1,200.0,1.0,0.1,,0.75,1000,50,50,2010-01-01,1525,24,0.016,0.458,0.038,0.54,0.01,0.4,0.064,0.097,1.71,-2.15,0.75,0.2,
2025-08-22 12:05:12,"Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",False,True,20.0,exponential,0.1,200.0,1.0,0.1,,0.7,1000,50,50,2010-01-01,1525,78,0.051,0.5,0.08,5.29,0.07,0.6,0.425,0.167,2.34,-2.16,0.5,0.2,
2025-08-22 12:05:40,Ret_0-1hr,False,True,20.0,exponential,0.1,200.0,1.0,0.1,,0.7,1000,50,50,2010-01-01,1525,159,0.104,0.535,0.115,11.49,0.16,0.78,0.704,0.306,4.16,-1.96,0.75,0.2,
2025-08-22 12:06:12,Ret_0-1hr,False,True,20.0,exponential,0.1,200.0,1.0,0.1,,0.55,1000,50,50,2010-01-01,1525,464,0.304,0.509,0.089,28.52,0.4,1.35,1.014,0.472,5.64,-3.51,0.5,0.2,
2025-08-22 12:06:40,Ret_0-1hr,False,True,20.0,exponential,0.1,200.0,1.0,0.1,,0.5,1000,50,50,2010-01-01,1525,584,0.383,0.502,0.082,20.27,0.28,1.41,0.692,0.514,3.75,-3.51,0.667,0.2,
2025-08-22 12:08:41,Ret_1-2hr,False,True,20.0,exponential,0.1,200.0,1.0,0.1,,0.5,1000,50,50,2015-01-01,2687,269,0.1,0.428,0.008,-16.62,-0.13,1.59,-0.288,0.262,4.15,-11.44,0.4,0.2,
2025-08-22 12:16:33,Ret_8hr,False,True,20.0,exponential,0.1,200.0,1.0,0.1,,0.5,1000,50,50,2015-01-01,487,90,0.185,0.478,0.058,2.6,0.11,1.68,0.234,0.522,3.42,-4.67,0.5,0.2,
2025-08-22 12:18:29,Ret_16hr,False,True,20.0,exponential,0.1,200.0,1.0,0.1,,0.5,1000,50,50,2015-01-01,487,74,0.152,0.581,0.161,4.8,0.21,0.95,0.765,0.565,2.12,-1.6,1.0,0.2,
2025-08-22 12:19:45,Ret_16hr,False,True,20.0,exponential,0.1,200.0,1.0,0.1,,0.5,1000,50,50,2015-01-01,487,487,1.0,0.52,0.1,16.0,0.7,2.53,0.953,0.565,7.44,-2.57,0.0,0.0,
2025-08-22 12:20:17,Ret_16hr,False,True,20.0,exponential,0.1,200.0,1.0,0.1,,0.5,1000,50,50,2005-01-01,2300,1922,0.836,0.539,0.119,55.61,0.51,3.0,0.595,0.593,11.2,-8.09,0.2,0.0,
2025-08-29 01:39:18,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,200.0,exponential,,100.0,3.0,0.2,,0.5,2000,100,100,2013-01-01,3233,584,0.181,0.55,0.13,55.44,0.37,1.39,0.918,0.53,10.95,-3.48,0.769,0.0,20.0
,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,50.0,3.0,0.2,,0.5,1000,50,50,2013-01-01,3233,3022,0.935,0.546,0.126,31.66,0.21,3.08,0.236,0.556,8.7,-11.62,0.692,0.0,
2025-08-27 22:36:12,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,50.0,3.0,0.2,,0.5,2000,50,50,2013-01-01,3233,653,0.202,0.587,0.167,62.56,0.41,1.7,0.845,0.656,10.95,-5.24,0.692,0.0,
2025-08-27 22:46:59,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,200.0,3.0,0.2,,0.5,2000,10,10,2013-01-01,3233,557,0.172,0.56,0.14,15.9,0.11,1.1,0.331,0.543,3.09,-5.11,0.462,0.0,
2025-08-27 23:06:15,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,200.0,3.0,0.2,,0.5,2000,10,10,2013-01-01,3233,669,0.207,0.608,0.188,54.66,0.36,1.93,0.65,0.682,11.66,-11.13,0.769,0.0,
2025-08-27 23:21:47,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,200.0,3.0,0.2,,0.5,2000,10,10,2013-01-01,3233,682,0.211,0.594,0.174,63.4,0.42,1.59,0.912,0.656,9.52,-4.48,0.692,0.0,
2025-08-27 23:48:29,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,200.0,3.0,0.2,,0.5,1500,10,10,2013-01-01,3233,662,0.205,0.562,0.142,27.55,0.18,1.62,0.391,0.576,7.13,-9.12,0.462,0.0,
2025-08-27 23:51:53,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,50.0,3.0,0.2,,0.5,1500,50,50,2013-01-01,3233,632,0.195,0.557,0.137,37.27,0.25,1.58,0.54,0.57,10.1,-4.06,0.692,0.0,
2025-08-27 23:54:04,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,50.0,3.0,0.2,,0.5,1500,50,50,2013-01-01,3233,643,0.199,0.597,0.177,50.58,0.33,1.75,0.665,0.636,10.1,-9.07,0.769,0.0,
2025-08-27 23:56:18,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,50.0,3.0,0.2,,0.5,1500,50,50,2013-01-01,3233,649,0.201,0.593,0.173,60.25,0.4,1.46,0.947,0.636,10.1,-4.48,0.692,0.0,
2025-08-27 23:58:59,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,50.0,3.0,0.2,,0.5,1000,50,50,2013-01-01,3233,629,0.195,0.553,0.133,3.66,0.02,1.55,0.054,0.556,10.1,-6.48,0.538,0.0,
2025-08-28 00:01:18,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,100.0,3.0,0.2,,0.5,1000,50,50,2013-01-01,3233,652,0.202,0.566,0.146,26.57,0.18,1.59,0.383,0.55,10.1,-5.56,0.692,0.0,
2025-08-28 00:03:26,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,100.0,1.0,0.2,,0.5,1000,50,50,2013-01-01,3233,613,0.19,0.546,0.126,13.76,0.09,1.18,0.267,0.543,4.6,-3.36,0.462,0.0,
2025-08-28 00:06:19,"Ret_0-1hr,Ret_1-2hr,Ret_2-4hr,Ret_4-8hr,Ret_8-16hr,Ret_16-32hr,Ret_32-64hr,Ret_64-128hr",True,True,90.0,exponential,0.1,50.0,3.0,0.2,,0.5,1000,50,50,2013-01-01,3233,629,0.195,0.482,0.062,3.66,0.02,1.55,0.054,0.556,10.1,-6.48,0.385,0.1,
