Ticker,Direction,Target,Hour,NumObs,Years,NumTrades,TradeFreq,Win%,AvgLoss,AvgProfit,AvgPnL,Expectancy,BestDay,WorstDay,Annual%,MaxDD%,Sharpe,ProfitDD,UPI
NG,shortonly,Ret_fwd6hr,0,1700,6.75,77,4.5,48.1,-0.96,1.22,0.09,0.09,6.06,-4.39,0.85,13.73,0.19,0.06,0.12
NG,longonly,Ret_fwd6hr,0,1700,6.75,148,8.7,51.4,-0.69,0.83,0.09,0.09,2.78,-2.38,1.90,11.17,0.44,0.17,0.38
NG,longonly,Ret_fwd6hr,2,1850,7.34,214,11.6,53.7,-1.00,1.17,0.17,0.16,3.86,-3.46,4.78,8.90,0.66,0.54,1.76
NG,shortonly,Ret_fwd6hr,2,1850,7.34,85,4.6,56.5,-1.45,1.08,-0.02,-0.02,4.96,-15.34,-0.56,18.30,-0.04,-0.03,-0.05
GC,longonly,Ret_fwd6hr,14,2450,9.72,122,5.0,48.4,-0.17,0.22,0.02,0.02,1.42,-0.83,0.26,2.84,0.25,0.09,0.20
GC,longonly,Ret_fwd6hr,10,2700,10.71,229,8.5,44.1,-0.33,0.36,-0.02,-0.02,2.22,-1.40,-0.53,10.61,-0.22,-0.05,-0.09
GC,shortonly,Ret_fwd6hr,10,2700,10.71,239,8.9,46.0,-0.39,0.39,-0.03,-0.03,2.05,-2.91,-0.68,10.14,-0.25,-0.07,-0.12
GC,longonly,Ret_fwd6hr,12,2700,10.71,218,8.1,51.8,-0.24,0.23,0.00,0.00,1.09,-1.26,0.03,8.97,0.03,0.00,0.01
GC,shortonly,Ret_fwd6hr,12,2700,10.71,165,6.1,46.1,-0.28,0.25,-0.04,-0.04,1.02,-1.52,-0.56,6.47,-0.37,-0.09,-0.13
NG,longonly,Ret_fwd6hr,4,2250,8.93,223,9.9,48.4,-1.31,1.39,0.01,0.00,6.19,-5.95,-0.23,19.92,0.02,-0.01,-0.03
GC,longonly,Ret_fwd6hr,6,3150,12.50,287,9.1,51.6,-0.46,0.44,0.00,0.00,2.51,-1.46,0.07,11.38,0.04,0.01,0.01
GC,shortonly,Ret_fwd6hr,14,2450,9.72,171,7.0,52.0,-0.21,0.22,0.01,0.01,1.68,-1.07,0.20,3.15,0.16,0.06,0.14
NG,shortonly,Ret_fwd6hr,4,2250,8.93,149,6.6,51.7,-1.69,1.57,-0.00,-0.00,5.68,-12.70,-0.52,24.24,-0.01,-0.02,-0.09
GC,shortonly,Ret_fwd6hr,4,3150,12.50,222,7.0,50.9,-0.40,0.41,0.02,0.01,1.74,-2.66,0.24,6.74,0.12,0.04,0.07
GC,shortonly,Ret_fwd6hr,6,3150,12.50,189,6.0,50.3,-0.48,0.52,0.02,0.02,3.03,-2.96,0.31,7.51,0.12,0.04,0.10
GC,longonly,Ret_fwd6hr,8,3250,12.90,299,9.2,45.8,-0.46,0.50,-0.01,-0.02,2.56,-1.93,-0.40,20.63,-0.11,-0.02,-0.03
GC,shortonly,Ret_fwd6hr,8,3250,12.90,281,8.6,46.3,-0.45,0.43,-0.04,-0.04,2.71,-2.62,-0.96,17.48,-0.32,-0.05,-0.09
NG,longonly,Ret_fwd6hr,6,2500,9.92,273,10.9,51.6,-1.64,1.62,0.04,0.04,7.04,-7.05,0.63,39.76,0.11,0.02,0.04
GC,longonly,Ret_fwd6hr,17,2750,10.91,180,6.5,50.0,-0.24,0.24,0.00,0.00,0.97,-2.29,0.03,4.60,0.03,0.01,0.01
NG,shortonly,Ret_fwd6hr,6,2500,9.92,151,6.0,50.3,-1.81,1.76,0.01,-0.01,7.01,-7.62,-0.22,27.53,0.02,-0.01,-0.02
GC,shortonly,Ret_fwd6hr,17,2750,10.91,171,6.2,51.5,-0.22,0.20,-0.00,-0.00,0.88,-1.01,-0.01,3.17,-0.00,-0.00,-0.01
GC,longonly,Ret_fwd6hr,19,2800,11.11,174,6.2,55.2,-0.20,0.26,0.05,0.05,1.97,-2.11,0.83,2.50,0.58,0.33,0.83
GC,longonly,Ret_fwd6hr,16,2900,11.51,215,7.4,50.2,-0.19,0.24,0.03,0.03,1.03,-0.97,0.47,3.53,0.39,0.13,0.40
GC,shortonly,Ret_fwd6hr,19,2800,11.11,218,7.8,50.5,-0.20,0.22,0.01,0.01,2.02,-0.71,0.28,3.75,0.22,0.07,0.13
GC,shortonly,Ret_fwd6hr,16,2900,11.51,153,5.3,45.1,-0.19,0.22,-0.01,-0.01,1.43,-0.75,-0.08,4.48,-0.07,-0.02,-0.05
GC,longonly,Ret_fwd6hr,23,3000,11.90,243,8.1,53.1,-0.27,0.26,0.01,0.01,1.22,-1.07,0.21,3.91,0.14,0.05,0.13
GC,longonly,Ret_fwd6hr,21,3100,12.30,285,9.2,51.6,-0.24,0.26,0.02,0.02,1.05,-1.24,0.39,4.41,0.25,0.09,0.24
GC,shortonly,Ret_fwd6hr,23,3000,11.90,173,5.8,45.7,-0.26,0.24,-0.03,-0.04,0.76,-0.92,-0.47,7.14,-0.39,-0.07,-0.11
GC,shortonly,Ret_fwd6hr,21,3100,12.30,235,7.6,51.1,-0.27,0.23,-0.02,-0.02,1.18,-1.16,-0.31,7.01,-0.21,-0.04,-0.08
NG,longonly,Ret_fwd6hr,8,3100,12.30,297,9.6,47.5,-1.83,1.82,-0.08,-0.10,9.81,-7.15,-2.68,40.27,-0.17,-0.07,-0.09
NG,shortonly,Ret_fwd6hr,8,3100,12.30,199,6.4,54.8,-1.84,1.72,0.13,0.11,8.27,-6.91,1.67,20.45,0.22,0.08,0.22
NG,longonly,Ret_fwd6hr,23,1650,6.55,143,8.7,49.7,-0.81,0.92,0.05,0.05,4.01,-4.08,0.90,10.60,0.19,0.08,0.22
NG,shortonly,Ret_fwd6hr,23,1650,6.55,82,5.0,61.0,-0.89,1.12,0.35,0.34,5.81,-4.51,4.27,6.10,0.77,0.70,2.19
NG,shortonly,Ret_fwd6hr,19,1800,7.14,166,9.2,46.4,-0.61,0.63,-0.03,-0.04,3.64,-2.68,-0.78,10.38,-0.16,-0.07,-0.17
NG,longonly,Ret_fwd6hr,19,1800,7.14,88,4.9,50.0,-0.56,0.43,-0.06,-0.06,2.43,-2.87,-0.80,13.70,-0.31,-0.06,-0.14
NG,longonly,Ret_fwd6hr,21,1900,7.54,136,7.2,55.9,-0.71,0.63,0.04,0.04,4.34,-4.22,0.62,11.87,0.16,0.05,0.13
NG,shortonly,Ret_fwd6hr,21,1900,7.54,148,7.8,53.4,-0.73,0.96,0.17,0.17,3.74,-3.54,3.21,6.40,0.63,0.50,1.70
NG,longonly,Ret_fwd6hr,10,2600,10.32,234,9.0,52.6,-1.68,1.35,-0.08,-0.09,6.19,-5.89,-2.21,31.94,-0.19,-0.07,-0.13
NG,shortonly,Ret_fwd6hr,10,2600,10.32,212,8.2,49.1,-1.61,1.02,-0.31,-0.32,5.80,-8.03,-6.52,51.35,-0.76,-0.13,-0.24
NG,longonly,Ret_fwd6hr,14,2500,9.92,167,6.7,49.1,-1.04,1.26,0.09,0.09,8.18,-4.96,1.23,13.39,0.21,0.09,0.23
NG,longonly,Ret_fwd6hr,12,2600,10.32,216,8.3,49.5,-1.13,1.65,0.25,0.25,9.68,-5.99,4.83,17.17,0.54,0.28,0.79
NG,shortonly,Ret_fwd6hr,12,2600,10.32,266,10.2,44.7,-1.27,1.34,-0.10,-0.10,9.73,-6.47,-3.09,36.91,-0.28,-0.08,-0.15
NG,shortonly,Ret_fwd6hr,14,2500,9.92,237,9.5,46.0,-0.98,0.91,-0.11,-0.11,5.54,-10.02,-2.86,41.59,-0.36,-0.07,-0.14
NG,longonly,Ret_fwd6hr,17,2650,10.52,181,6.8,48.1,-0.78,0.65,-0.09,-0.09,6.83,-6.63,-1.66,24.50,-0.29,-0.07,-0.14
NG,shortonly,Ret_fwd6hr,17,2650,10.52,202,7.6,46.0,-0.72,0.58,-0.12,-0.12,3.72,-6.02,-2.33,30.01,-0.46,-0.08,-0.13
NG,longonly,Ret_fwd6hr,16,2900,11.51,223,7.7,47.5,-0.83,0.84,-0.02,-0.04,7.90,-9.17,-0.60,22.94,-0.06,-0.03,-0.05
NG,shortonly,Ret_fwd6hr,16,2900,11.51,216,7.4,51.9,-0.80,0.71,-0.00,-0.02,4.29,-6.47,-0.18,20.24,-0.01,-0.01,-0.01
